QA/QC ?,Monitoring Session ,Date Processed,Processed by,Location,Propagule ID,Dead/Alive/Dying,Plumule color,Hypocotyl color,Epicotyl length (cm),Treatment,Mainstem leaf count,Total leaf count,Mainstem leaf node count,Total leaf node count,Condition,Notes,Date entered,Data entered by
Y,27,4/5/2022,HAS,11B,553,A,G,YG,17.2,TP,14,24,7,12,H,Ant on leaf,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,637,D,NA,B,NA,BB,NA,NA,NA,NA,W,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,567,DY,NA,BG,NA,BB,NA,NA,NA,NA,W,Decapitated,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,626,A,NA,G,NA,BB,NA,NA,NA,NA,H,Decapitated,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,616,A,G,G,1,BB,1,1,1,1,H,Regenerating,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,639,A,G,G,6.5,BB,4,6,2,3,H,Regenerating below old hypocotyl,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,556,A,G,G,6.7,BB,6,6,4,4,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,574,A,G,G,17.2,BB,10,10,5,5,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,614,A,G,G,10.7,BB,8,8,4,4,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,570,A,G,G,12.6,BB,8,8,5,5,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11B,554,A,G,G,19.7,BB,11,19,6,10,H,Spider home,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,668,A,G,G,20.3,CC,9,9,5,5,H,Small spot on one leaf,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,670,A,G,G,11,CC,6,6,4,4,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,693,A,G,YG,12.1,CC,7,7,4,4,H,One yellow leaf,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,682,A,G,YG,13,CC,6,6,4,4,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,681,A,G,B,15.3,CC,8,8,5,5,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,697,DY,G,BG,1.1,CC,1,1,1,1,H,Regenerating below old hypocotyl,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,688,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,696,D,NA,B,0.3,CC,NA,NA,NA,NA,Dead,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,700,D,NA,B,0.4,CC,NA,NA,NA,NA,Dead,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,690,D,NA,B,0.2,CC,NA,NA,NA,NA,Dead,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,683,A,G,G,19.1,TP,11,11,6,6,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,680,A,G,G,16.5,TP,12,12,6,6,H,Plumule covered,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,676,A,G,G,15.3,TP,10,10,5,5,H,Plumule covered,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,691,A,G,G,11.8,TP,2,4,4,5,W,Part of the hypocotyl is dead,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,699,A,NA,G,NA,TP,NA,NA,NA,NA,H,Decapitated,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,698,A,NA,G,NA,TP,NA,NA,NA,NA,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,665,A,NA,G,NA,TP,NA,NA,NA,NA,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,686,DY,NA,BG,0.4,TP,NA,NA,NA,NA,W,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,687,D,NA,B,0.3,TP,NA,NA,NA,NA,Dead,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,672,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,695,A,G,G,16.3,BB,10,10,5,5,H,Plumule covered,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,678,A,G,G,24.5,BB,11,19,6,10,H,Plumule covered,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,689,A,G,G,11.5,BB,6,6,5,5,H,Plumule covered,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,666,A,G,YG,9,BB,7,7,4,4,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,684,A,G,G,11.2,BB,8,8,4,4,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,675,A,G,G,15.4,BB,7,7,5,5,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,692,A,NA,G,NA,BB,NA,NA,NA,NA,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,707,A,NA,G,NA,BB,NA,NA,NA,NA,H,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,694,DY,NA,BG,0,BB,NA,NA,NA,NA,W,,4/6/2022,HAS
Y,27,4/5/2022,HAS,11C,674,DY,NA,BG,0,BB,NA,NA,NA,NA,W,,4/6/2022,HAS
Y,25,3/23/2022,"TNT, AND ",11C,624,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,627,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,629,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,721,D,NA,B,NA,BB,NA,NA,NA,NA,Dead,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,701,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,728,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,617,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,622,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,655,A,NA,G,NA,BB,NA,NA,NA,NA,H,DECAP,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,649,A,NA,G,NA,BB,NA,NA,NA,NA,H,DECAP,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,724,A,NA,G,NA,BB,NA,NA,NA,NA,H,DECAP,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,651,A,G,G,2.2,TP,3,4,2,3,H,DECAP 2 NEW SPROUTS,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,723,A,G,G,4.5,TP,6,13,3,6,H,DECAP 2 NEW SPROUTS,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,726,A,G,G,8.1,TP,6,13,3,6,H,DECAP 2 NEW SPROUTS,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,618,A,G,G,2.4,BB,1,3,1,3,H,DECAP 3 NEW SPROUTS,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,620,A,G,YG,18.6,CC,10,10,5,5,H,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,711,A,G,G,12.1,CC,8,8,4,4,H,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,709,A,G,BG,10.8,CC,7,7,4,4,H,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,705,A,G,G,13.7,BB,8,8,4,4,H,LCP,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,714,A,G,G,12.7,BB,8,8,4,4,H,"LCP, 1 YELLOW LEAF",7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,606,A,G,G,13.6,CC,8,8,4,4,H,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,610,A,G,G,19.6,BB,12,12,6,6,H,4 SPROUTS,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,623,A,G,G,18.5,TP,11,21,6,11,H,2 SPROUTS,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,602,A,G,YG,10.2,CC,8,8,5,5,H,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,633,A,G,G,14.8,BB,10,10,5,5,H,LCP,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,647,A,G,G,18.7,CC,8,8,5,5,H,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,713,A,G,G,9.5,BB,8,8,4,4,H,3 LEAVES DISEASED,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,720,A,G,G,11.6,CC,8,8,5,5,H,,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,712,A,G,G,20.7,TP,10,10,5,5,H,"LCP, 2 SPROUTS",7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11C,608,A,G,G,22.9,TP,7,7,4,4,H,1 LEAF DISEASED,7/24/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,637,D,NA,B,NA,BB,NA,NA,NA,NA,Dead,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,581,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,585,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,653,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,567,DY,NA,BG,NA,BB,NA,NA,NA,NA,W,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,645,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,628,DY,B,BG,5.5,TP,NA,NA,NA,NA,W,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,616,A,NA,G,NA,BB,NA,NA,NA,NA,H,"DECAP, 2 SPROUTS",7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,626,A,NA,G,NA,BB,NA,NA,NA,NA,H,DECAP ,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,635,A,NA,G,NA,TP,NA,NA,NA,NA,H,"DECAP, 1 SPROUT",7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,560,A,NA,G,NA,TP,NA,NA,NA,NA,H,DECAP,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,563,A,G,G,18.8,TP,9,9,5,5,H,LCP,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,631,A,G,G,14.4,TP,10,10,5,5,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,570,A,G,G,13.4,BB,8,8,4,4,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,556,A,G,G,6.1,BB,6,6,4,4,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,625,A,G,YG,11.3,CC,4,4,3,3,H,LCP,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,554,A,G,G,19.7,BB,11,19,6,10,H,2 SPROUTS,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,565,A,G,G,16.2,CC,10,10,5,5,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,639,A,G,YG,3.8,BB,3,3,4,4,H,2 SPROUTS,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,589,A,G,YG,9.5,CC,6,6,3,3,H,LCP,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,587,A,G,YG,9.7,CC,8,8,4,4,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,553,A,G,G,18,TP,12,16,6,8,H,"LCP, 2 SPROUTS",7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,569,A,G,G,26.8,TP,10,14,5,7,H,2 SHOOTS,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,614,A,G,G,12,BB,6,6,3,3,H,LCP ,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,573,A,G,G,12.4,TP,10,10,5,5,H,LCP,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,612,A,G,G,17.8,CC,10,10,6,6,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,574,A,G,YG,15.9,BB,10,10,5,5,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,641,A,G,YG,7.8,CC,8,8,4,4,H,,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,571,A,G,G,15.2,CC,8,8,5,5,H,1 YELLOW LEAF,7/25/2022,AJH
Y,25,3/23/2022,"TNT, AND ",11A,717,A,G,G,11,CC,10,10,5,5,H,,7/25/2022,AJH
Y,28,4/11/2022,NCD,10A,581,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,653,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,589,A,G,G,5.8,CC,8,8,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,571,A,G,G,11.5,CC,7,7,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,612,A,G,G,17.5,CC,10,10,6,6,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,641,A,G,G,6,CC,8,8,4,4,H,2 YELLOW LEAVES,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,717,A,G,G,8.7,CC,10,10,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,625,A,G,G,8.8,CC,6,6,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,587,A,G,G,8,CC,8,8,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,565,A,G,G,13,CC,10,10,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,585,D,NA,NA,NA,TP,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,560,DY,NA,G,NA,TP,NA,NA,NA,NA,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,635,DY,NA,G,NA,TP,NA,NA,NA,NA,H,SPROUT,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,645,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,628,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,569,A,G,G,21.6,TP,10,14,16,8,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,573,A,G,G,8.1,TP,12,12,6,6,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,631,A,G,G,10.5,TP,10,10,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,563,A,G,G,15,TP,11,13,6,7,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,553,A,G,G,14,TP,14,26,7,13,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,616,DY,NA,G,1.5,BB,1,1,1,1,W,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,626,DY,NA,G,NA,BB,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,567,DY,NA,BG,NA,BB,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,637,A,NA,B,NA,BB,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,570,A,G,G,9.1,BB,8,8,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,614,A,G,G,7,BB,8,8,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,574,A,G,G,13.5,BB,10,10,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,556,A,G,G,4.7,BB,6,6,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,639,A,G,G,3.6,BB,2,6,1,3,H,,7/26/2022,AJH
Y,28,4/11/2022,NCD,10A,554,A,G,G,15.4,BB,11,19,6,10,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,695,A,G,G,10,BB,12,12,6,6,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,678,A,G,G,19.8,BB,12,20,6,10,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,689,A,G,G,6.5,BB,8,8,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,684,A,G,G,7.5,BB,8,8,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,666,A,G,G,7,BB,7,7,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,675,A,G,G,12,BB,7,7,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,674,DY,NA,BG,NA,BB,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,694,DY,NA,BG,NA,BB,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,707,DY,NA,G,NA,BB,NA,NA,NA,NA,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,692,DY,NA,G,NA,BB,NA,NA,NA,NA,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,672,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,687,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,686,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,698,DY,NA,G,NA,TP,NA,NA,NA,NA,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,665,DY,NA,G,NA,TP,NA,NA,NA,NA,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,680,A,G,G,12,TP,12,12,6,6,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,683,A,G,G,15.2,TP,11,11,6,6,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,691,A,G,G,12.1,TP,4,4,3,3,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,676,A,G,G,9.5,TP,12,12,6,6,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,699,DY,NA,G,NA,TP,NA,NA,NA,NA,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,696,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,688,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,690,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,700,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,697,DY,NA,BG,2.2,CC,1,1,2,2,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,681,A,G,G,13.3,CC,8,8,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,668,A,G,G,16.8,CC,9,9,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,670,A,G,G,8.9,CC,6,6,4,4,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,681,A,G,G,12,CC,8,8,5,5,H,,7/26/2022,AJH
Y,28,4/11/2022,"NCD, ZBD",10B,693,A,G,G,9.4,CC,7,7,4,4,H,,7/26/2022,AJH
Y,28,4/12/2022,AND,10C,619,A,G,G,12.9,BB,8,8,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,598,A,G,G,23,TP,9,9,5,5,H,"SOME D ON THE HYPO, 1 LEAF DEAD",8/1/2022,AJH
Y,28,4/12/2022,AND,10C,615,A,G,YG,15.8,CC,6,6,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,596,A,G,YG,10.7,CC,7,7,4,4,H,"SOME D ON THE HYPO, 1 LEAF DEAD",8/1/2022,AJH
Y,28,4/12/2022,AND,10C,590,A,G,YG,12.4,CC,6,6,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,599,A,G,YG,8.5,CC,6,6,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,600,A,G,YG,14.1,BB,9,9,5,5,H,LCP,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,578,A,G,G,16.2,TP,9,9,5,5,H,LCP,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,607,A,G,G,12.8,BB,8,8,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,593,A,G,YG,12.1,CC,6,6,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,592,A,G,G,19.1,BB,10,10,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,613,A,G,YG,9.7,CC,6,6,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,557,A,G,YG,10.5,CC,7,7,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,586,A,G,G,14.5,BB,8,8,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,611,A,G,G,22.8,TP,8,15,5,9,H,"LEAF HOPPER, 2 SHOOTS",8/1/2022,AJH
Y,28,4/12/2022,AND,10C,601,A,G,G,16.8,TP,11,15,6,8,H,2 SHOOTS,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,582,A,G,YG,12.2,CC,6,6,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,621,A,G,YG,17.7,CC,5,5,3,3,H,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,588,A,G,G,21.8,TP,11,25,6,13,H,3 SPROUTS,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,597,A,G,G,11.8,CC,7,7,4,4,H,1 YELLOW LEAF,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,584,A,NA,G,NA,TP,NA,NA,NA,NA,H,DECAP,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,566,A,NA,G,NA,TP,NA,NA,NA,NA,H,DECAP,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,580,DY,NA,BG,0.5,BB,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,591,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,595,DY,NA,BG,0.5,TP,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,603,DY,NA,BG,NA,BB,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,604,DY,NA,BG,NA,BB,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,605,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,609,D,NA,B,NA,BB,NA,NA,NA,NA,Dead,,8/1/2022,AJH
Y,28,4/12/2022,AND,10C,594,D,NA,NA,NA,BB,NA,NA,NA,NA,Dead,PROP GONE (?),8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,648,D,NA,B,NA,BB,NA,NA,NA,NA,Dead,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,669,D,NA,B,NA,BB,NA,NA,NA,NA,Dead,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,636,D,NA,B,NA,BB,NA,NA,NA,NA,Dead,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,642,A,NA,G,NA,BB,NA,NA,NA,NA,W,DECAP,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,679,A,G,G,13.8,BB,14,16,8,10,H,LCP,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,643,A,G,G,11.9,BB,8,8,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,630,A,G,G,18.3,BB,10,10,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,671,A,G,G,12.7,BB,8,8,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,654,A,G,G,11.8,BB,8,8,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,662,A,G,G,19.2,BB,12,16,7,9,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,657,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,640,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,677,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,663,DY,NA,BG,NA,TP,NA,NA,NA,NA,W,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,634,A,NA,G,NA,TP,NA,NA,NA,NA,W,DECAP,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,673,A,G,G,21.7,TP,12,16,8,10,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,658,A,G,G,18.5,TP,11,15,7,9,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,685,A,G,G,14,TP,10,10,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,652,A,G,G,11.9,CC,8,8,4,4,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,646,A,G,G,17.3,CC,12,22,9,15,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,722,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,638,A,G,G,19.1,CC,8,8,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,664,A,G,G,18,CC,8,8,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,632,A,G,G,11.2,CC,5,5,4,4,H,1 YELLOW LEAF,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,656,A,G,G,13.5,CC,9,9,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,644,A,G,G,14.3,CC,10,10,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,727,A,G,G,23,CC,8,8,5,5,H,,8/1/2022,AJH
Y,28,4/12/2022,"TNT, NCD",11C,659,A,G,G,12.7,CC,10,10,5,5,H,,8/1/2022,AJH
